mainId,categoryId,category,discipline,disciplineId,topic,topicId,grade,gradeId,level,description,description gepeto,control group,time,query,,locale
1532,c323c823-fe17-4f2d-8604-2ed5de4d4abe,Rational Numbers: Introduction,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,5th grade,5th-grade-en-international,300,"Recognize a rational number as one that can be written as a fraction. Recognize that repeating decimals, decimal numbers, natural numbers, and fractions are rational numbers.",,,200,"{
        id: 'e33c9dce-8485-4181-a20d-e84ee0e45df4',
        name: 'Números Racionales: Introducción',
        level: 300,
        keywords: [],
        slug: slugify('Reconocer un número racional como aquel que puede ser escrito como fracción. Reconocer que las dízimas, los números decimales, naturales y fracciones son números racionales.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria5',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Reconocer un número racional como aquel que puede ser escrito como fracción. Reconocer que las dízimas, los números decimales, naturales y fracciones son números racionales.',
        bncc: [],
        averageTime: 200,
      },",,en
1533,cc07da65-9f6c-472a-aa53-f2c7b9c5e593,Mathematical Expressions,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,10th grade,10th-grade-en-international,540,"Calculate mathematical expressions involving operations of addition, subtraction, multiplication, division, exponentiation, and extraction of exact roots.",,,50,"{
        id: '60743a38-e9a8-4da8-8db1-8d90d4ca9669',
        name: 'Expresiones Matemáticas',
        level: 540,
        keywords: [],
        slug: slugify('Calcular expresiones matemáticas que involucren las operaciones de suma, resta, multiplicación, división, potenciación y radicación de raíces exactas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Calcular expresiones matemáticas que involucren las operaciones de suma, resta, multiplicación, división, potenciación y radicación de raíces exactas.',
        bncc: [],
        averageTime: 50,
      },",,en
1534,f88ecb86-c069-4e57-9e75-6fa3540449a4,Factorial,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Combinatorial Analysis and Probability,d3ccd17f-d32c-4909-8dfe-97c9ef8bbead,8th grade,8th-grade-en-international,310,Recognize the mathematical notation of factorial. Know the main properties of the factorial and calculate the factorial of a number or factorial expressions such as 5!+6!-3!.,,,150,"{
        id: '4f38ae67-45dc-4820-8a6d-33cdd63e292f',
        name: 'Factorial',
        level: 310,
        keywords: [],
        slug: slugify('Reconocer la notación matemática del factorial. Conocer las principales propiedades del factorial y calcular el factorial de un número o expresiones de factoriales como 5!+6!-3!.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria2',
        topicId: '93459e15-af8d-47c7-9a86-e8ad08669050',
        description: 'Reconocer la notación matemática del factorial. Conocer las principales propiedades del factorial y calcular el factorial de un número o expresiones de factoriales como 5!+6!-3!.',
        bncc: [],
        averageTime: 150,
      },",,en
1537,1a88db49-1730-4420-aa38-334c31ffaa22,"Midwest: Region Growth, Deforestation and its Biomes",Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Region,19d45eff-f0d2-4b83-9a0d-64f862b8e7a9,11th grade,11th-grade-en-international,640,"Study the biome and ecosystem of the region. Analyze the main aspects of the Midwest region such as the deforestation of the Cerrado, agribusiness, and the riches of the Pantanal.",,,200,"{
        id: '1f9335e8-7a8a-431a-9d34-5ccb8f2ba9d0',
        name: 'Centro-Oeste: Crecimiento de la Región, Deforestación y sus Biomas',
        level: 640,
        keywords: [],
        slug: slugify('Estudiar sobre el bioma y el ecosistema de la región. Analizar los principales aspectos de la región centro-oeste como la deforestación del Cerrado, el agronegocio y las riquezas del Pantanal.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'media2',
        topicId: 'b22709c7-e6f4-44e9-9be4-2c96f85243c4',
        description: 'Estudiar sobre el bioma y el ecosistema de la región. Analizar los principales aspectos de la región centro-oeste como la deforestación del Cerrado, el agronegocio y las riquezas del Pantanal.',
        bncc: [],
        averageTime: 200,
      },",,en
1538,b543aa58-f2f8-40b0-a869-825f00172ac6,Possible Outcomes,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Combinatorial Analysis and Probability,d3ccd17f-d32c-4909-8dfe-97c9ef8bbead,5th grade,5th-grade-en-international,400,"Present all possible outcomes of a random experiment, estimating whether these outcomes are equally probable or not, such as the roll of a die which can result in: 1, 2, 3, 4, 5, or 6.",,,200,"{
        id: '77944c79-5be6-4251-be7c-d140b461b646',
        name: 'Resultados Posibles',
        level: 400,
        keywords: [],
        slug: slugify('Presentar todos los posibles resultados de un experimento aleatorio, estimando si esos resultados son igualmente probables o no como por ejemplo el lanzamiento de un dado que puede tener como resultado: 1, 2, 3, 4, 5 o 6.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria5',
        topicId: '93459e15-af8d-47c7-9a86-e8ad08669050',
        description: 'Presentar todos los posibles resultados de un experimento aleatorio, estimando si esos resultados son igualmente probables o no como por ejemplo el lanzamiento de un dado que puede tener como resultado: 1, 2, 3, 4, 5 o 6.',
        bncc: [],
        averageTime: 200,
      },",,en
1541,8d3cb01a-4bff-4e1b-a677-f639e7bf64fd,Work: Power,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Statics and Dynamics,e86504ea-2a4b-4d52-b815-2f0a4effdc20,10th grade,10th-grade-en-international,270,"Understand the concept of power. Calculate power in certain circumstances, the power provided by an engine, understanding that power is the work generated divided by time.",,,50,"{
        id: '394aaa08-bad4-440f-a065-aacec644c2b8',
        name: 'Trabajo: Potencia',
        level: 270,
        keywords: [],
        slug: slugify('Comprender el concepto de potencia. Calcular la potencia en determinadas circunstancias, la potencia proporcionada por un motor, entendiendo que la potencia es el trabajo generado dividido por el tiempo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media1',
        topicId: 'f4b2ab99-6dd0-4eb7-8fb0-c03307708ebc',
        description: 'Comprender el concepto de potencia. Calcular la potencia en determinadas circunstancias, la potencia proporcionada por un motor, entendiendo que la potencia es el trabajo generado dividido por el tiempo.',
        bncc: [],
        averageTime: 50,
      },",,en
1542,49a8ca84-368d-4a51-b15a-78e51ae7bcbd,"Point, Line, and Plane",Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,10th grade,10th-grade-en-international,550,"Understanding the concepts of point, plane, line, and Euclid's postulates such as through a point not on a line (s) there is only one line parallel to line s.",,,50,"{
        id: 'aef07909-2e58-4c89-9e53-d884c63181ab',
        name: 'Punto, Plano y Recta',
        level: 550,
        keywords: [],
        slug: slugify('Tener nociones de punto, plano, recta y de los postulados de Euclides como por un punto fuera de una recta (s) pasa solo una recta paralela a la recta s.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Tener nociones de punto, plano, recta y de los postulados de Euclides como por un punto fuera de una recta (s) pasa solo una recta paralela a la recta s.',
        bncc: [],
        averageTime: 50,
      },",,en
1543,2de215de-09ff-477d-abfd-bef6cc265610,Exact Square and Cubic Roots,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,6th grade,6th-grade-en-international,70,Recognize a square root and a cubic root. Calculate exact square and cubic roots. Recognize numbers that have exact and inexact square and cubic roots.,,,150,"{
        id: 'bed15c9e-7f00-4ab2-89b6-2e2767df552e',
        name: 'Raíz Cuadrada y Cúbica Exactas',
        level: 70,
        keywords: [],
        slug: slugify('Reconocer una raíz cuadrada y una raíz cúbica. Calcular raíces cuadradas y cúbicas exactas. Reconocer números que tienen raíces cuadradas y cúbicas exactas e inexactas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria6',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Reconocer una raíz cuadrada y una raíz cúbica. Calcular raíces cuadradas y cúbicas exactas. Reconocer números que tienen raíces cuadradas y cúbicas exactas e inexactas.',
        bncc: [],
        averageTime: 150,
      },",,en
1544,21d49997-dcdc-4bc1-b131-cb0f4528e609,Fundamentals of Geography: Review,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Geography Theory,d3255c31-c378-4430-9e2a-7ce521629e42,12th grade,12th-grade-en-international,690,"Identify the main fundamentals of the geography discipline such as: geographic space, place, region, landscape, and territory. Understand the relationships between humans and nature.",,,100,"{
        id: '224c04d0-ef6a-4d08-9369-1f9a6f471826',
        name: 'Fundamentos de la Geografía: Revisión',
        level: 690,
        keywords: [],
        slug: slugify('Identificar los principales fundamentos de la disciplina geografía como: espacio geográfico, lugar, región, paisaje y territorio. Comprender las relaciones del hombre con la naturaleza.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'media3',
        topicId: 'f119dcb6-3d7c-475f-a7e8-0b2b467cb659',
        description: 'Identificar los principales fundamentos de la disciplina geografía como: espacio geográfico, lugar, región, paisaje y territorio. Comprender las relaciones del hombre con la naturaleza.',
        bncc: [],
        averageTime: 100,
      },",,en
1547,24f5a35e-7582-4804-bc91-9b4c29935a4c,Energy Transformation,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Matter and Energy,40845c1b-2e6a-41e5-9dae-12103a05edd7,8th grade,8th-grade-en-international,180,"Verify that energy has various forms and can be transformed, such as the heat generated in a thermal power plant can be converted into electrical energy.",,,200,"{
        id: '4b997896-0017-4b96-88b9-640b78d58990',
        name: 'Transformación de Energía',
        level: 180,
        keywords: [],
        slug: slugify('Verificar que la energía posee varios tipos de forma y que puede ser transformada, como por ejemplo el calor generado en una central termoeléctrica puede ser convertido en energía eléctrica.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'secundaria2',
        topicId: 'c0aaab49-dedb-4405-b8e4-9cb32c183f1c',
        description: 'Verificar que la energía posee varios tipos de forma y que puede ser transformada, como por ejemplo el calor generado en una central termoeléctrica puede ser convertido en energía eléctrica.',
        bncc: [],
        averageTime: 200,
      },",,en
1549,7edc2779-d081-4f1f-8a30-e137347607bd,Proportions in the Cartesian Plane,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,9th grade,9th-grade-en-international,490,Representing proportions of two magnitudes on the Cartesian plane as when representing the relationship between gasoline consumed in a car and the kilometers traveled is represented by a line.,,,150,"{
        id: 'd083e0cf-5a6b-4000-a3f2-dad5d96c9abb',
        name: 'Proporciones en el Plano Cartesiano',
        level: 490,
        keywords: [],
        slug: slugify('Representar proporciones de dos magnitudes en el plano cartesiano como al representar la relación entre la gasolina consumida en un coche y los kilómetros recorridos es representada por una recta.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria3',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Representar proporciones de dos magnitudes en el plano cartesiano como al representar la relación entre la gasolina consumida en un coche y los kilómetros recorridos es representada por una recta.',
        bncc: [],
        averageTime: 150,
      },",,en
1550,9a311949-11ed-4170-b34f-00c695497d8c,First Degree Function: Inputs and Outputs,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,10th grade,10th-grade-en-international,620,Recognize what first degree functions are by finding the inputs and outputs of these functions.,,,50,"{
        id: '1d3add60-8148-4214-abaa-6e1bbde7c70c',
        name: 'Función de Primer Grado: Entradas y Salidas',
        level: 620,
        keywords: [],
        slug: slugify('Reconocer qué son funciones de primer grado, encontrando las entradas y salidas de esas funciones.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Reconocer qué son funciones de primer grado, encontrando las entradas y salidas de esas funciones.',
        bncc: [],
        averageTime: 50,
      },",,en
1551,baa21333-31a7-4b75-b061-529f855a227e,Probability: Sample Space,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Combinatorial Analysis and Probability,d3ccd17f-d32c-4909-8dfe-97c9ef8bbead,11th grade,11th-grade-en-international,920,"Recognize the sample space of a given event, as well as the number of elements contained in that sample space.",,,100,"{
        id: '0c5e5cf2-505e-4bfd-b6a6-faacbc96f25e',
        name: 'Probabilidad: Espacio Muestral',
        level: 920,
        keywords: [],
        slug: slugify('Reconocer el espacio muestral de un evento determinado, así como el número de elementos contenidos en ese espacio muestral.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media2',
        topicId: '93459e15-af8d-47c7-9a86-e8ad08669050',
        description: 'Reconocer el espacio muestral de un evento determinado, así como el número de elementos contenidos en ese espacio muestral.',
        bncc: [],
        averageTime: 100,
      },",,en
1552,b72890e2-182d-4bbb-bd57-259b786a2d48,Gravitation: Kepler's Laws,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Statics and Dynamics,e86504ea-2a4b-4d52-b815-2f0a4effdc20,10th grade,10th-grade-en-international,340,"Understand what the main laws of Kepler are. Solve problems involving the use of Kepler's laws such as recognizing the orbits of planets, calculating radius distance, and oscillation period.",,,150,"{
        id: 'b29cd869-7867-4f4b-b655-c756bac2350b',
        name: 'Gravitación: Leyes de Kepler',
        level: 340,
        keywords: [],
        slug: slugify('Entender cuáles son las principales leyes de Kepler. Resolver problemas que involucren el uso de las leyes de Kepler como el reconocimiento de las órbitas de los planetas cálculo de radio de distancia y período de oscilación.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media1',
        topicId: 'f4b2ab99-6dd0-4eb7-8fb0-c03307708ebc',
        description: 'Entender cuáles son las principales leyes de Kepler. Resolver problemas que involucren el uso de las leyes de Kepler como el reconocimiento de las órbitas de los planetas cálculo de radio de distancia y período de oscilación.',
        bncc: [],
        averageTime: 150,
      },",,en
1554,a0ccbd8c-bedd-442d-811b-45b2b6c23234,Atoms: Electron Distribution,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Atoms and Periodic Table,595c6093-bc73-4305-a9e7-ddb36a6373ac,10th grade,10th-grade-en-international,150,"Perform the electron distribution of the electrons in an atom or ion. Highlight the existence of anomalous distributions, such as the distribution of copper.",,,100,"{
        id: '9323dba4-cc95-44b0-8763-c0cfadfdc1ac',
        name: 'Átomos: Distribución Electrónica',
        level: 150,
        keywords: [],
        slug: slugify('Realizar la distribución electrónica de los electrones de un átomo o ion. Llamar la atención sobre la existencia de distribuciones anómalas, como la distribución del cobre.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media1',
        topicId: '7058f047-0f74-43aa-b931-3faa5d71b850',
        description: 'Realizar la distribución electrónica de los electrones de un átomo o ion. Llamar la atención sobre la existencia de distribuciones anómalas, como la distribución del cobre.',
        bncc: [],
        averageTime: 100,
      },",,en
1555,136c4b18-a02f-43b0-8139-1b589f154737,Size Comparison by Terms,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Magnitudes and Measurements,fb8cf4ba-68bc-4859-8a77-aea0ae68c24a,1st grade,1st-grade-en-international,40,"Compare the size of different objects indicating which is larger, smaller, longer, narrower, or heavier and lighter.",,,400,"{
        id: 'daaf06d5-c3f8-489a-b256-8386d2a4ab23',
        name: 'Comparación de Tamaños por Términos',
        level: 40,
        keywords: [],
        slug: slugify('Comparar el tamaño de objetos distintos indicando cuál es el mayor, menor, más largo, más estrecho, o más pesado y más ligero.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria1',
        topicId: 'ff1344b2-d284-4fb9-9a2b-4b288ea249b3',
        description: 'Comparar el tamaño de objetos distintos indicando cuál es el mayor, menor, más largo, más estrecho, o más pesado y más ligero.',
        bncc: [],
        averageTime: 400,
      },",,en
1557,1522f870-fae0-46d7-9c4b-fe16963ae1a3,World: Global Inequality,Geography,5b4b1246-d673-44c5-b933-cd6c1962436e,Human Development,e2925612-44a6-450e-8de5-50d574c8f217,9th grade,9th-grade-en-international,360,Understanding the economic and social problems caused by globalization.,,,200,"{
        id: '7a984c54-e3c2-4d12-99f7-5865a5313af1',
        name: 'Mundo: Desigualdad Global',
        level: 360,
        keywords: [],
        slug: slugify('Conocer los problemas económicos y sociales causados por la globalización.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'b81ddc25-26b9-4a05-8087-fe6d1556e837',
        gradeId: 'secundaria3',
        topicId: '038f733b-2622-4b8f-a716-6535363cc367',
        description: 'Conocer los problemas económicos y sociales causados por la globalización.',
        bncc: [],
        averageTime: 200,
      },",,en
1559,dee1f3c9-60c4-4531-a756-10793c4abb0b,Concept of Temporality,History,22ef9ad7-fdcf-450e-ba81-7b61fbe5931c,Theory of History,9c075069-4791-4205-ac0d-cbf643d1bf82,1st grade,1st-grade-en-international,10,"Record aspects of growth through personal memories or those of family/community members, developing the concept of temporality.",,,600,"{
        id: '3f00874c-0fd8-436c-ac84-40fe0ec61aa1',
        name: 'Idea de Temporalidad',
        level: 10,
        keywords: [],
        slug: slugify('Registrar los aspectos de su crecimiento a través de recuerdos personales o de miembros de la familia/comunidad, desarrollando el concepto de temporalidad.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'df39c882-1be0-4014-8c10-0a2a45649b22',
        gradeId: 'primaria1',
        topicId: '2ee6d023-e70e-4036-aca0-ae1ef64ddea9',
        description: 'Registrar los aspectos de su crecimiento a través de recuerdos personales o de miembros de la familia/comunidad, desarrollando el concepto de temporalidad.',
        bncc: [],
        averageTime: 600,
      },",,en
1560,81ffadab-4417-43bf-9036-f5e7138a6c42,Thermodynamics: Internal Energy of a Gas,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Thermology,85d761d5-c488-4e24-8ba0-5c59f4791e15,11th grade,11th-grade-en-international,490,Understand what the internal energy of a gas is and how to calculate it.,,,100,"{
        id: '468fbce2-03bb-4e10-bfc8-91c93fe89155',
        name: 'Termodinámica: Energía Interna de un Gas',
        level: 490,
        keywords: [],
        slug: slugify('Entender qué es la energía interna de un gas y calcularla.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '7ea8a98d-5235-41b1-8367-ae53c51b8e8b',
        description: 'Entender qué es la energía interna de un gas y calcularla.',
        bncc: [],
        averageTime: 100,
      },",,en
1564,48c00a39-048c-4bbc-9e8c-625ba636c4a9,Linear Expansion,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Thermology,85d761d5-c488-4e24-8ba0-5c59f4791e15,11th grade,11th-grade-en-international,430,"Solve problems involving the expansion of bodies, specifically the linear expansion of an object, such as the expansion of an iron bar.",,,100,"{
        id: 'ec397fc6-7161-410f-b609-edee739509fb',
        name: 'Dilatación: Lineal',
        level: 430,
        keywords: [],
        slug: slugify('Resolver problemas que involucren la dilatación de cuerpos, siendo esta la dilatación lineal de un objeto, como la dilatación de una barra de hierro.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media2',
        topicId: '7ea8a98d-5235-41b1-8367-ae53c51b8e8b',
        description: 'Resolver problemas que involucren la dilatación de cuerpos, siendo esta la dilatación lineal de un objeto, como la dilatación de una barra de hierro.',
        bncc: [],
        averageTime: 100,
      },",,en
1565,2071def1-848c-4a30-9aca-3f2ef27a88c4,Kinematics: Relationship between Speeds in Circular Motions,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Kinematics,10d85909-57c6-4839-97da-3ac3308be63d,10th grade,10th-grade-en-international,190,"Convert angular velocity of a point into linear velocity, using the formula v=ωR, where v is the linear velocity and ω is the angular velocity.",,,100,"{
        id: 'b7318a7f-306f-49f6-80fa-73b3c0fe8b09',
        name: 'Cinemática: Relación entre Velocidades en Movimientos Circulares',
        level: 190,
        keywords: [],
        slug: slugify('Convertir la velocidad angular de un punto en una velocidad lineal, utilizando la fórmula v=ωR, con v la velocidad lineal y ω la velocidad angular.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media1',
        topicId: 'e3304bf2-f045-4a9a-9a5f-3d629a23caa0',
        description: 'Convertir la velocidad angular de un punto en una velocidad lineal, utilizando la fórmula v=ωR, con v la velocidad lineal y ω la velocidad angular.',
        bncc: [],
        averageTime: 100,
      },",,en
1567,4cdfde99-c249-4fcc-94b3-2a8515316a07,Function: Introduction,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,10th grade,10th-grade-en-international,580,"Introduce the notion of a function, what a function is. Verify the conditions for the existence of a function: only one output for each input and all components of the domain have an output.",,,100,"{
        id: '8d74bea8-8944-4d8e-806d-823be0ea239f',
        name: 'Función: Introducción',
        level: 580,
        keywords: [],
        slug: slugify('Introducir la noción de función, qué es una función. Verificar las condiciones de existencia de una función: solo una salida para cada entrada y todos los componentes del dominio tienen una salida.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Introducir la noción de función, qué es una función. Verificar las condiciones de existencia de una función: solo una salida para cada entrada y todos los componentes del dominio tienen una salida.',
        bncc: [],
        averageTime: 100,
      },",,en
1568,a37f0598-479e-4654-b708-66443a674df2,Quadrilaterals: Trapezoid,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,10th grade,10th-grade-en-international,700,"Understand what a trapezoid is. Calculate measurements of sides and angles in a trapezoid. Solve problems involving trapezoids, such as a plot of land shaped like a trapezoid.",,,50,"{
        id: '48c8d2c6-f59c-4cd5-85fc-506d522bb7db',
        name: 'Cuadriláteros: Trapecio',
        level: 700,
        keywords: [],
        slug: slugify('Entender qué es un trapecio. Calcular medidas de lados y ángulos en un trapecio. Resolver problemas que tengan trapecios, como un terreno que tenga la forma de un trapecio.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Entender qué es un trapecio. Calcular medidas de lados y ángulos en un trapecio. Resolver problemas que tengan trapecios, como un terreno que tenga la forma de un trapecio.',
        bncc: [],
        averageTime: 50,
      },",,en
1571,5bd7f670-6887-4dcd-86bc-bfb42553285a,Trigonometric Ratios,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Trigonometry,8f1ee2c0-8221-4982-8fa9-556db0d1ff89,9th grade,9th-grade-en-international,460,"Recognize the main trigonometric ratios: sine, cosine, and tangent of an angle in a right triangle. Apply the trigonometric ratios of 30°, 45°, and 60° to calculate the lengths of the sides of a right triangle.",,,200,"{
        id: '3db5ce3a-12fa-4390-8d95-12628c52c640',
        name: 'Razones Trigonométricas',
        level: 460,
        keywords: [],
        slug: slugify('Reconocer las principales razones trigonométricas: seno, coseno y tangente de un ángulo en el triángulo rectángulo. Aplicar las razones trigonométricas de 30º, 45º y 60º para calcular la longitud de los lados de un triángulo rectángulo.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria3',
        topicId: 'dd70bdff-d85c-40a6-8aa6-5478fb58af63',
        description: 'Reconocer las principales razones trigonométricas: seno, coseno y tangente de un ángulo en el triángulo rectángulo. Aplicar las razones trigonométricas de 30º, 45º y 60º para calcular la longitud de los lados de un triángulo rectángulo.',
        bncc: [],
        averageTime: 200,
      },",,en
1573,42fcc015-cdb2-4f0f-a139-8b494b1a5fb6,Angles: Clocks,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,10th grade,10th-grade-en-international,560,"Calculate the angle formed between the hour and minute hands, such as the angle formed at 08:15 or the angle formed at 12:34.",,,50,"{
        id: '9d6d4949-d8ad-428c-a64c-590c691864be',
        name: 'Ángulos: Relojes',
        level: 560,
        keywords: [],
        slug: slugify('Calcular el ángulo formado entre las manecillas de las horas y los minutos, como por ejemplo el ángulo formado por las manecillas a las 08:15 o el ángulo formado a las 12:34.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Calcular el ángulo formado entre las manecillas de las horas y los minutos, como por ejemplo el ángulo formado por las manecillas a las 08:15 o el ángulo formado a las 12:34.',
        bncc: [],
        averageTime: 50,
      },",,en
